Customer Feedback Text,Time of the Given Feedback,Age of the Customer,Platform Used,Customer Gender
"Terrible support, very disappointed.",2024-09-19 16:59:38.260213,24,Mobile App,Female
Not worth the money.,2024-09-25 16:59:38.260215,24,Social Media,Male
Excellent quality and quick delivery!,2024-09-21 16:59:38.260216,44,Mobile App,Female
"Amazing experience, will buy again!",2024-09-15 16:59:38.260218,37,Social Media,Other
Customer service was helpful.,2024-09-13 16:59:38.260220,40,Social Media,Female
"Terrible support, very disappointed.",2024-09-29 16:59:38.260221,55,Social Media,Female
"Poor packaging, item arrived damaged.",2024-09-27 16:59:38.260223,57,Website,Female
Not worth the money.,2024-10-07 16:59:38.260224,51,Website,Other
"Great product, very satisfied!",2024-09-28 16:59:38.260226,69,In-Store,Other
"Poor packaging, item arrived damaged.",2024-09-30 16:59:38.260228,67,Website,Other
"Poor packaging, item arrived damaged.",2024-10-12 16:59:38.260229,61,In-Store,Other
"Fast shipping, product as described.",2024-09-24 16:59:38.260231,32,Website,Female
"The service was slow, not happy.",2024-09-18 16:59:38.260232,23,Website,Female
Love the new features!,2024-10-02 16:59:38.260234,69,Website,Other
Love the new features!,2024-10-10 16:59:38.260235,54,Email,Female
"Terrible support, very disappointed.",2024-09-30 16:59:38.260237,48,Website,Other
"Amazing experience, will buy again!",2024-09-23 16:59:38.260239,30,Email,Female
"The service was slow, not happy.",2024-10-01 16:59:38.260240,51,Mobile App,Other
Love the new features!,2024-09-24 16:59:38.260242,52,Email,Female
Excellent quality and quick delivery!,2024-10-01 16:59:38.260245,27,Social Media,Male
"Amazing experience, will buy again!",2024-10-03 16:59:38.260247,21,In-Store,Male
"Fast shipping, product as described.",2024-10-08 16:59:38.260250,69,Social Media,Female
"Poor packaging, item arrived damaged.",2024-09-15 16:59:38.260253,36,Email,Other
"The service was slow, not happy.",2024-10-06 16:59:38.260256,29,Website,Male
Not worth the money.,2024-09-15 16:59:38.260259,63,Social Media,Male
"Poor packaging, item arrived damaged.",2024-09-22 16:59:38.260262,63,Social Media,Male
Customer service was helpful.,2024-09-21 16:59:38.260265,19,Social Media,Other
Not worth the money.,2024-09-21 16:59:38.260269,51,Mobile App,Male
Love the new features!,2024-10-06 16:59:38.260273,36,Mobile App,Other
Love the new features!,2024-09-28 16:59:38.260274,57,In-Store,Other
"Poor packaging, item arrived damaged.",2024-09-16 16:59:38.260276,48,Email,Female
"Terrible support, very disappointed.",2024-09-17 16:59:38.260278,34,In-Store,Male
"Amazing experience, will buy again!",2024-10-07 16:59:38.260280,63,In-Store,Female
"Terrible support, very disappointed.",2024-10-02 16:59:38.260281,37,Website,Female
Excellent quality and quick delivery!,2024-10-04 16:59:38.260283,19,Website,Female
Customer service was helpful.,2024-09-16 16:59:38.260285,25,In-Store,Other
"Fast shipping, product as described.",2024-10-03 16:59:38.260286,49,Email,Other
"Amazing experience, will buy again!",2024-09-22 16:59:38.260288,28,Mobile App,Male
Love the new features!,2024-10-05 16:59:38.260290,59,Website,Female
"Poor packaging, item arrived damaged.",2024-09-20 16:59:38.260291,26,Website,Other
"Fast shipping, product as described.",2024-09-14 16:59:38.260293,32,Website,Female
"Great product, very satisfied!",2024-09-25 16:59:38.260295,51,Email,Male
"The service was slow, not happy.",2024-10-01 16:59:38.260298,38,Email,Other
"Poor packaging, item arrived damaged.",2024-09-24 16:59:38.260301,48,In-Store,Female
"Amazing experience, will buy again!",2024-10-02 16:59:38.260304,57,In-Store,Other
"Terrible support, very disappointed.",2024-09-23 16:59:38.260307,48,Website,Female
"The service was slow, not happy.",2024-09-16 16:59:38.260309,56,Social Media,Female
Excellent quality and quick delivery!,2024-10-08 16:59:38.261174,23,In-Store,Other
"Great product, very satisfied!",2024-09-14 16:59:38.261183,57,In-Store,Female
"Great product, very satisfied!",2024-09-15 16:59:38.261186,63,Social Media,Male
Customer service was helpful.,2024-09-13 16:59:38.261188,63,Social Media,Female
"Amazing experience, will buy again!",2024-09-16 16:59:38.261190,41,In-Store,Female
"Great product, very satisfied!",2024-10-06 16:59:38.261191,42,Website,Other
"Terrible support, very disappointed.",2024-09-26 16:59:38.261193,48,Website,Male
"Poor packaging, item arrived damaged.",2024-09-30 16:59:38.261194,30,In-Store,Female
"Poor packaging, item arrived damaged.",2024-10-03 16:59:38.261197,63,Mobile App,Male
"Great product, very satisfied!",2024-09-21 16:59:38.261200,34,Social Media,Male
"Terrible support, very disappointed.",2024-09-14 16:59:38.261203,33,Social Media,Female
Love the new features!,2024-09-18 16:59:38.261206,18,In-Store,Female
Not worth the money.,2024-10-06 16:59:38.261209,60,Social Media,Male
"Terrible support, very disappointed.",2024-09-14 16:59:38.261212,56,Mobile App,Female
Excellent quality and quick delivery!,2024-09-16 16:59:38.261215,20,Website,Female
"The service was slow, not happy.",2024-09-13 16:59:38.261218,67,Email,Other
Love the new features!,2024-10-08 16:59:38.261220,60,In-Store,Male
"Amazing experience, will buy again!",2024-09-28 16:59:38.261223,27,Website,Other
"Poor packaging, item arrived damaged.",2024-09-13 16:59:38.261225,60,In-Store,Male
"Amazing experience, will buy again!",2024-09-21 16:59:38.261228,59,Social Media,Other
"Amazing experience, will buy again!",2024-09-28 16:59:38.261231,20,Mobile App,Female
Love the new features!,2024-10-08 16:59:38.261234,28,Email,Female
"Terrible support, very disappointed.",2024-09-20 16:59:38.261237,28,In-Store,Male
"Fast shipping, product as described.",2024-10-03 16:59:38.261240,18,In-Store,Male
Customer service was helpful.,2024-09-14 16:59:38.261243,48,Email,Female
Not worth the money.,2024-10-10 16:59:38.261248,44,Social Media,Male
"Terrible support, very disappointed.",2024-09-14 16:59:38.261252,37,Social Media,Female
Customer service was helpful.,2024-10-08 16:59:38.261253,57,In-Store,Female
Excellent quality and quick delivery!,2024-09-26 16:59:38.261255,52,Email,Male
Customer service was helpful.,2024-10-06 16:59:38.261256,41,Social Media,Female
"Great product, very satisfied!",2024-10-12 16:59:38.261258,31,In-Store,Male
Not worth the money.,2024-10-09 16:59:38.261260,45,In-Store,Other
"Poor packaging, item arrived damaged.",2024-09-24 16:59:38.261261,70,Email,Female
"Fast shipping, product as described.",2024-10-01 16:59:38.261263,34,In-Store,Other
"Fast shipping, product as described.",2024-10-07 16:59:38.261265,59,Email,Male
"Fast shipping, product as described.",2024-09-21 16:59:38.261266,47,In-Store,Female
"Terrible support, very disappointed.",2024-09-29 16:59:38.261268,26,In-Store,Male
Customer service was helpful.,2024-10-01 16:59:38.261269,27,Website,Female
"Terrible support, very disappointed.",2024-09-14 16:59:38.261271,62,Social Media,Other
"Great product, very satisfied!",2024-09-25 16:59:38.261273,40,Email,Female
"Amazing experience, will buy again!",2024-09-21 16:59:38.261274,64,Email,Male
Customer service was helpful.,2024-09-25 16:59:38.261276,64,Website,Other
"Poor packaging, item arrived damaged.",2024-10-06 16:59:38.261277,28,Mobile App,Female
Customer service was helpful.,2024-09-26 16:59:38.261279,70,In-Store,Male
"Poor packaging, item arrived damaged.",2024-09-21 16:59:38.261281,56,In-Store,Female
"Fast shipping, product as described.",2024-09-13 16:59:38.261282,43,In-Store,Male
Love the new features!,2024-10-06 16:59:38.261284,22,Mobile App,Female
"Terrible support, very disappointed.",2024-09-29 16:59:38.261285,47,In-Store,Male
Customer service was helpful.,2024-10-02 16:59:38.261287,41,Mobile App,Female
"The service was slow, not happy.",2024-09-21 16:59:38.261289,40,In-Store,Male
Not worth the money.,2024-09-13 16:59:38.261290,20,Social Media,Other
"Fast shipping, product as described.",2024-09-28 16:59:38.261292,26,Email,Male
"Terrible support, very disappointed.",2024-09-27 16:59:38.261293,49,In-Store,Male
"Poor packaging, item arrived damaged.",2024-09-23 16:59:38.261295,26,Mobile App,Male
"The service was slow, not happy.",2024-10-03 16:59:38.261297,21,Social Media,Male
"Great product, very satisfied!",2024-09-29 16:59:38.261298,22,Social Media,Male
Excellent quality and quick delivery!,2024-09-23 16:59:38.261300,33,Social Media,Female
"Amazing experience, will buy again!",2024-09-27 16:59:38.261302,42,Email,Male
"Fast shipping, product as described.",2024-10-01 16:59:38.261303,21,Website,Female
"Poor packaging, item arrived damaged.",2024-09-13 16:59:38.261305,22,Social Media,Male
"Great product, very satisfied!",2024-09-18 16:59:38.261306,49,Email,Male
Not worth the money.,2024-10-06 16:59:38.261308,68,Website,Female
"Poor packaging, item arrived damaged.",2024-10-04 16:59:38.261311,48,Website,Female
"The service was slow, not happy.",2024-10-09 16:59:38.261314,66,Social Media,Other
Love the new features!,2024-10-02 16:59:38.261317,25,In-Store,Other
"Poor packaging, item arrived damaged.",2024-09-30 16:59:38.261320,33,Email,Female
"The service was slow, not happy.",2024-09-21 16:59:38.261324,32,Website,Female
Customer service was helpful.,2024-10-05 16:59:38.261334,40,Mobile App,Other
Not worth the money.,2024-09-22 16:59:38.261351,69,Social Media,Female
Excellent quality and quick delivery!,2024-10-03 16:59:38.261355,61,Social Media,Male
Excellent quality and quick delivery!,2024-09-13 16:59:38.261358,53,In-Store,Other
Customer service was helpful.,2024-09-22 16:59:38.261360,19,Website,Female
"Terrible support, very disappointed.",2024-09-28 16:59:38.261363,22,Website,Female
Customer service was helpful.,2024-09-21 16:59:38.261366,59,Website,Male
Love the new features!,2024-10-07 16:59:38.261369,49,Email,Other
"The service was slow, not happy.",2024-10-03 16:59:38.261372,37,Mobile App,Female
Customer service was helpful.,2024-09-28 16:59:38.261383,67,Social Media,Female
Customer service was helpful.,2024-10-03 16:59:38.261387,68,Website,Other
"Great product, very satisfied!",2024-09-21 16:59:38.261388,22,Email,Male
Love the new features!,2024-09-26 16:59:38.261390,32,Mobile App,Male
"Great product, very satisfied!",2024-09-21 16:59:38.261392,33,Mobile App,Female
Love the new features!,2024-10-12 16:59:38.261395,62,Mobile App,Male
"Amazing experience, will buy again!",2024-09-21 16:59:38.261398,30,Social Media,Other
"Fast shipping, product as described.",2024-10-08 16:59:38.261402,47,Social Media,Female
Not worth the money.,2024-09-20 16:59:38.261414,25,Mobile App,Male
Love the new features!,2024-09-20 16:59:38.261421,67,In-Store,Female
Not worth the money.,2024-10-09 16:59:38.261423,34,Mobile App,Male
Excellent quality and quick delivery!,2024-10-10 16:59:38.261424,45,In-Store,Male
"Amazing experience, will buy again!",2024-10-10 16:59:38.261426,24,Mobile App,Female
Love the new features!,2024-09-23 16:59:38.261427,29,Social Media,Female
"Fast shipping, product as described.",2024-10-07 16:59:38.261429,59,Mobile App,Male
Not worth the money.,2024-10-10 16:59:38.261431,68,Email,Female
Not worth the money.,2024-09-28 16:59:38.261432,31,In-Store,Male
"Amazing experience, will buy again!",2024-10-12 16:59:38.261434,61,Social Media,Female
"Fast shipping, product as described.",2024-10-12 16:59:38.261436,20,Email,Other
"Fast shipping, product as described.",2024-09-15 16:59:38.261437,43,Mobile App,Other
"The service was slow, not happy.",2024-10-09 16:59:38.261439,37,Website,Other
Love the new features!,2024-09-22 16:59:38.261441,55,In-Store,Other
Customer service was helpful.,2024-10-10 16:59:38.261442,32,Website,Female
"Poor packaging, item arrived damaged.",2024-10-07 16:59:38.261444,37,Email,Other
Not worth the money.,2024-09-22 16:59:38.261445,46,Mobile App,Male
"Terrible support, very disappointed.",2024-09-28 16:59:38.261447,32,Website,Other
"The service was slow, not happy.",2024-10-12 16:59:38.261449,61,Website,Female
"Poor packaging, item arrived damaged.",2024-09-27 16:59:38.261450,27,Social Media,Female
Not worth the money.,2024-09-21 16:59:38.261452,25,Email,Male
"The service was slow, not happy.",2024-09-27 16:59:38.261454,57,Mobile App,Male
"Great product, very satisfied!",2024-09-19 16:59:38.261455,45,Mobile App,Male
"Poor packaging, item arrived damaged.",2024-09-30 16:59:38.261457,44,In-Store,Male
Not worth the money.,2024-09-27 16:59:38.261459,47,Mobile App,Male
"The service was slow, not happy.",2024-10-07 16:59:38.261460,34,Social Media,Female
Love the new features!,2024-10-03 16:59:38.261462,28,Social Media,Female
Customer service was helpful.,2024-10-07 16:59:38.261465,19,Website,Female
"The service was slow, not happy.",2024-09-27 16:59:38.261467,50,Email,Male
"The service was slow, not happy.",2024-09-18 16:59:38.261468,45,Mobile App,Other
"Terrible support, very disappointed.",2024-09-18 16:59:38.261470,51,Social Media,Female
"Fast shipping, product as described.",2024-09-24 16:59:38.261472,19,Website,Other
Excellent quality and quick delivery!,2024-10-06 16:59:38.261474,45,Email,Male
"The service was slow, not happy.",2024-10-12 16:59:38.261477,63,In-Store,Male
"Great product, very satisfied!",2024-09-26 16:59:38.261481,54,Website,Other
Customer service was helpful.,2024-10-03 16:59:38.261484,52,Mobile App,Other
"Fast shipping, product as described.",2024-09-20 16:59:38.261487,58,Email,Female
"Poor packaging, item arrived damaged.",2024-09-13 16:59:38.261490,20,Website,Male
"Fast shipping, product as described.",2024-10-12 16:59:38.261493,60,Email,Other
Excellent quality and quick delivery!,2024-09-24 16:59:38.261502,34,Email,Male
"Terrible support, very disappointed.",2024-10-07 16:59:38.261505,47,Social Media,Male
Not worth the money.,2024-10-10 16:59:38.261528,27,In-Store,Female
"Terrible support, very disappointed.",2024-09-14 16:59:38.261530,30,Social Media,Other
"Poor packaging, item arrived damaged.",2024-10-06 16:59:38.261532,45,Website,Male
"Poor packaging, item arrived damaged.",2024-09-25 16:59:38.261533,55,Mobile App,Male
Excellent quality and quick delivery!,2024-09-26 16:59:38.261535,47,Mobile App,Male
Customer service was helpful.,2024-09-30 16:59:38.261536,50,Mobile App,Female
"Great product, very satisfied!",2024-09-17 16:59:38.261538,46,In-Store,Female
Customer service was helpful.,2024-09-14 16:59:38.261540,66,Email,Other
"Great product, very satisfied!",2024-10-03 16:59:38.261541,39,Email,Male
"Great product, very satisfied!",2024-09-16 16:59:38.261543,58,Email,Other
"Fast shipping, product as described.",2024-10-02 16:59:38.261545,43,Email,Male
"Great product, very satisfied!",2024-09-27 16:59:38.261546,22,Website,Male
Customer service was helpful.,2024-09-18 16:59:38.261548,40,Website,Female
"Fast shipping, product as described.",2024-09-22 16:59:38.261685,39,Mobile App,Female
"Fast shipping, product as described.",2024-10-05 16:59:38.261697,63,Email,Female
"Great product, very satisfied!",2024-09-20 16:59:38.261700,70,Email,Other
"Great product, very satisfied!",2024-10-08 16:59:38.261703,57,Mobile App,Other
Excellent quality and quick delivery!,2024-09-29 16:59:38.261706,62,Website,Male
Not worth the money.,2024-09-30 16:59:38.261709,41,In-Store,Male
Customer service was helpful.,2024-10-07 16:59:38.261712,23,Website,Male
Excellent quality and quick delivery!,2024-09-18 16:59:38.261714,40,In-Store,Female
"The service was slow, not happy.",2024-09-27 16:59:38.261717,59,In-Store,Other
Love the new features!,2024-09-18 16:59:38.261721,39,In-Store,Male
Excellent quality and quick delivery!,2024-09-29 16:59:38.261723,21,Email,Other
"Amazing experience, will buy again!",2024-09-13 16:59:38.261727,35,Website,Female
"The service was slow, not happy.",2024-09-23 16:59:38.261730,55,Social Media,Other
